17
108, 53.565, 9328229
109, 53.565, 9328215
110, 53.565, 9328041
111, 53.565, 9328196
112, 53.565, 9328425
113, 53.565, 9328717
114, 53.565, 9324361
115, 53.565, 9324926
116, 53.565, 9412706
117, 53.565, 9508239
118, 53.565, 9505923
119, 53.565, 9508206
120, 53.565, 9507049
121, 53.565, 9507063
122, 63.677, 9506981
123, 63.677, 9506396
124, 63.677, 9507000
125, 63.677, 9507251
126, 63.677, 9507265
127, 63.677, 9501244
128, 63.677, 9507851
129, 63.677, 9507496
130, 63.677, 9505372
131, 63.677, 9505769
132, 63.677, 9508318
133, 63.677, 9507356
134, 63.677, 9506770
135, 63.677, 9506234
136, 63.677, 9506757
137, 63.677, 9508234
138, 63.677, 9507389
139, 63.677, 9503233
140, 63.677, 9506191
141, 63.677, 9687967
142, 63.677, 9692055
143, 63.677, 9684108
144, 63.677, 9684359
145, 63.677, 9688064
146, 63.677, 9684417
147, 63.677, 9685033
148, 63.677, 9687615
149, 63.677, 9685693
150, 63.677, 9685562
151, 73.845, 9686497
152, 73.845, 9687868
153, 73.845, 9688492
154, 73.845, 9688360
155, 73.845, 9687482
156, 73.845, 9689923
157, 73.845, 9687243
158, 73.845, 9687075
159, 73.845, 9686865
160, 73.845, 9687674
161, 73.845, 9699034
162, 73.845, 9695643
163, 73.845, 9691557
164, 73.845, 9720996
165, 73.845, 9870528
166, 73.845, 9856248
167, 73.845, 9859508
168, 73.845, 9856292
169, 73.845, 9867010
170, 73.845, 9858590
171, 73.845, 9861365
172, 73.845, 9862719
173, 73.845, 9863975
174, 73.845, 9862963
175, 83.702, 9859681
176, 83.702, 9863672
177, 83.702, 9864673
178, 83.702, 9860610
179, 83.702, 9862241
180, 83.702, 9864241
181, 83.702, 9862207
182, 83.702, 9838303
183, 83.702, 9874128
184, 83.702, 9872405
185, 83.702, 9884745
186, 83.702, 9851661
187, 83.702, 9876449
188, 83.702, 9873163
189, 83.702, 9862843
190, 83.702, 9866353
191, 83.702, 9871138
192, 83.702, 9865889
193, 83.702, 9859567
194, 83.702, 9863661
195, 83.702, 9865744
196, 83.702, 9864677
197, 83.702, 9862742
198, 83.702, 9863854
199, 83.702, 9865014
200, 83.702, 9864143
201, 83.702, 9861474
202, 83.702, 9863165
203, 83.702, 9861647
204, 83.702, 9866856
205, 83.702, 9861548
206, 83.702, 9864461
207, 83.702, 9864297
208, 83.702, 9868678
209, 83.702, 9868528
210, 83.702, 9684928
211, 83.702, 9690125
212, 83.702, 9690063
213, 83.702, 9683926
214, 83.702, 9691715
215, 83.702, 9686223
216, 73.845, 9682808
217, 73.845, 9684477
218, 73.845, 9686355
219, 73.845, 9686576
220, 73.845, 9683041
221, 73.845, 9689454
222, 73.845, 9693116
223, 73.845, 9691547
224, 73.845, 9503510
225, 73.845, 9510321
226, 73.845, 9510506
227, 73.845, 9505260
228, 73.845, 9504831
229, 73.845, 9510027
230, 73.845, 9506866
231, 73.845, 9506837
232, 73.845, 9507466
233, 63.677, 9508498
234, 63.677, 9507228
235, 63.677, 9507368
236, 63.677, 9513384
237, 63.677, 9339033
238, 63.677, 9329043
239, 63.677, 9325235
240, 63.677, 9327813
241, 63.677, 9329613
242, 63.677, 9328731
243, 63.677, 9328680
244, 63.677, 9329027
245, 63.677, 9328975
246, 53.565, 9329030
247, 53.565, 9328490
248, 53.565, 9328522
249, 53.565, 9327761
250, 53.565, 9335128
251, 53.565, 9178170
252, 53.565, 9150662
253, 53.565, 9151539
254, 53.565, 9154842
255, 53.565, 9153480
256, 53.565, 9153859
257, 53.565, 9153486
258, 53.565, 9153699
259, 53.565, 9154092
260, 53.565, 9155014
261, 43.583, 9153787
262, 43.583, 9153617
263, 43.583, 9151560
264, 43.583, 9152360
265, 43.583, 9153653
266, 43.583, 8979372
267, 43.583, 8978939
268, 43.583, 8980157
269, 43.583, 8980725
270, 43.583, 8980036
271, 43.583, 8978341
272, 43.583, 8978884
273, 43.583, 8979139
274, 43.583, 8980086
275, 43.583, 8977505
276, 43.583, 8979205
277, 43.583, 8979406
278, 43.583, 8979911
279, 33.711, 8979063
280, 33.711, 8979171
281, 33.711, 8979128
282, 33.711, 8979622
283, 33.711, 8801266
284, 33.711, 8803083
285, 33.711, 8802419
286, 33.711, 8803074
287, 33.711, 8803667
288, 33.711, 8802696
289, 33.711, 8802651
290, 33.711, 8802598
291, 33.711, 8804167
292, 33.711, 8802346
293, 33.711, 8803278
294, 33.711, 8802794
295, 33.711, 8802809
296, 33.711, 8802930
297, 33.711, 8802695
298, 33.711, 8802722
299, 33.711, 8802888
300, 23.636, 8803197
301, 23.636, 8802713
302, 23.636, 8802708
303, 23.636, 8802678
304, 23.636, 8802925
305, 23.636, 8802743
306, 23.636, 8801632
307, 0.000, 8804422
308, 0.000, 8802824
